CREDITCARDKEY,CREDITCARDID,CARDTYPE,CARDNUMBER,EXPMONTH,EXPYEAR,MONTHEXPIRATION,CARDSTATUS,EXPIRING3MONTHS,CREDITMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
22942,17830,Vista,11114201746520,9,2006,-227,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e7e87f0b1700d94cd7e6057bff247da696701052d95ee8c8f40cbecaa40c1e41
22943,17831,Distinguish,55557867315490,1,2007,-223,Expired,Expired,2013-01-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,87c65317726f3bf77e95a192926b70c2442c9bfa7729fb4e7acd7a4099f1bbba
22944,17832,ColonialVoice,77775754455633,3,2006,-233,Expired,Expired,2013-03-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ee1e412d97abf93d6db7d701f4ddc4cdbea85da2e68c56dd5332784535e01a1b
22945,17833,Distinguish,55551810579307,8,2006,-228,Expired,Expired,2013-07-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7116b28f061b1e35c046f3f12f56314072c0c0278cb5c2e53c24df1188befb84
22946,17834,Vista,11111459952064,3,2006,-233,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0cc6cb3116d4728ebed171187a47c09d3f9b5ca72677fe40b29352f986afc583
22947,17835,ColonialVoice,77777661171396,4,2008,-208,Expired,Expired,2014-01-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0791871555f7c8871de17e9f44d5cc744d71a7504f19d5bea3d16e1c323ec534
22948,17836,SuperiorCard,33332699904073,5,2008,-207,Expired,Expired,2014-02-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6861ed0978ce3b65758d37998d101118c112caa5d544ba7b1a782d69d899d01e
22949,17837,SuperiorCard,33331597060851,1,2005,-247,Expired,Expired,2013-09-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,29fd2892928e5e5c505acf45af793037066a2f9f1b6101b04a65aa8d2cb0cd5d
22950,17838,ColonialVoice,77777396926308,12,2008,-200,Expired,Expired,2014-03-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e8cad6c9e0386bf97bb2361b3abce21a5870824a047426954f57f47ce053e85a
22951,17839,Distinguish,55554660221814,3,2008,-209,Expired,Expired,2014-06-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1671b22ccc30517a80d53597fd0920f4d9277db6f988c1127cc3921b56cc90e9
22952,17840,Distinguish,55556799096021,6,2007,-218,Expired,Expired,2013-10-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,56c3a22f071ba47dff3c79947829efd5075bfd90e5e1b841ed7f0600a3f9ee11
22953,17841,Distinguish,55554018450777,9,2008,-203,Expired,Expired,2013-07-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,322798c04696fc77d5fc891a35a8d687ddf651594458884a2cb4bf6f38bbf29d
22954,17842,Distinguish,55551291335707,12,2008,-200,Expired,Expired,2013-11-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,eb6e98cd1e6484e8ae0b45d02f86eaf7e45c63278818a60c7ff1ff5c43d08e47
22955,17843,Distinguish,55559025407642,12,2007,-212,Expired,Expired,2013-06-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fdd4c1e3710c23f0076250e1de17f21dccc186a7368a5ac6abdbd533fafc7527
22956,17844,ColonialVoice,77775980917178,4,2007,-220,Expired,Expired,2013-07-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,db4ef0a50929d3710283ab1b321cb936311dee3235f88dc9f6d54c62c4d6bef9
22957,17845,Vista,11112755797473,5,2007,-219,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,f4eedbf4f1f3956e9c8021376fa6ceed0610864971ce43e54fb6455a9eb55d0e
22958,17846,Distinguish,55554772055246,3,2008,-209,Expired,Expired,2013-07-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b903f1cfa5680fd81a036fb0277d9d3a066ea16be567f7a94923122307fd637c
22959,17847,Distinguish,55556134762735,2,2007,-222,Expired,Expired,2013-09-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ed83d62e46ca6c869c997d2d97b39a73cd6a024dbb470dad5c2e3fe11d51ae4a
22960,17849,ColonialVoice,77777638860553,3,2005,-245,Expired,Expired,2014-06-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f6603e0ca1cd9091cd4c08535e5545647b07dd9e8b3bf74bd00257a55c5dea46
22961,17850,Vista,11118814824505,12,2008,-200,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8f1496731c2c16bc8c39f687e6bfaaa88664df5103599bc61441abbfc0af9ccc
22962,17851,Distinguish,55551791660075,12,2005,-236,Expired,Expired,2014-05-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9fe5d08f15440856f500b90fc438ad806415dc5a9d2855b83988d0cc329e9523
22963,17852,SuperiorCard,33337211632790,7,2007,-217,Expired,Expired,2013-07-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e2a06739abf673ce0fc8c1e70dc98c3695552d186aef141b1cbeee7822c64e1c
22964,17853,ColonialVoice,77778501249713,5,2005,-243,Expired,Expired,2014-04-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7ede1473771bca1c09bc5913bed8edb99bcc091680a4c6dbd7c920a4ecc86617
22965,17854,ColonialVoice,77771985945634,10,2007,-214,Expired,Expired,2014-03-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bd1ca0e3906472998684eaac515389cd676b5776d8feada204d2c55f7de629c7
22966,17855,Vista,11118508749375,8,2008,-204,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,decdc1a19914dcb7aee117658622b3abfac4c574f9fc78eea0cc9a81e02a0cbc
22967,17856,Vista,11112034022528,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,605fa40c0ba14ac8c17d3b51a5e7762bffe27b3f9f96c43bdf2ed925ff3a6090
22968,17857,ColonialVoice,77771542324973,10,2006,-226,Expired,Expired,2011-09-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c651d2602af4af6a1f615e70d1806beba481b6e763802024ccd7747061df5f0d
22969,17859,Vista,11111293051091,9,2007,-215,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a0902410183c29d7e5c7f69b4bbbad5ec97a25e214fdce6bf1e638d4d3d039cb
22970,17860,Vista,11111238934394,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ea53c517145b95b42cdfb6f8fe826020e9bf01855ce0db8a6746ede8b74d2832
22971,17861,Distinguish,55551802535525,5,2007,-219,Expired,Expired,2011-07-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4006ff7d7a87a850995d3f8b7970139a265c955e25c38609ac2cf80229610c29
22972,17862,SuperiorCard,33332243809444,6,2007,-218,Expired,Expired,2014-05-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0474e2420ab596d224a2073b6cc1cf6a4a5119f94a285221109b0f9dffa33e5d
22973,17863,Vista,11119832221020,6,2006,-230,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ba34f9578cc2e488c25bc381199cb04559c68e9874ab34079033e694ed4b48f4
22974,17864,Vista,11113022784314,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8e4202e3862e608a133f0bf5ad1a2684c4af492ed50edded628b93e4edd3e3da
22975,17865,Distinguish,55551544473269,4,2005,-244,Expired,Expired,2013-08-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,89135f1ade40ba24efbcc3a8c52ffb37c29388804341518cc2124582bba2c163
22976,17866,ColonialVoice,77773601514762,7,2005,-241,Expired,Expired,2012-01-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f344a2eb6cfd527f561230d48f8c0146adc38fccc818e7c6e800bdbd7540f540
22977,17867,Distinguish,55551339719536,3,2006,-233,Expired,Expired,2014-02-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,67392e241104d5e6682092f478613a0747e826abf5fbbc89c1b56b8fa7b5c983
22978,17868,ColonialVoice,77779673377734,6,2005,-242,Expired,Expired,2013-10-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0abbb294d93b9a4d9736411f80f64dcf73372352ab5ada5ce2ed9e1b70c04af6
22979,17869,SuperiorCard,33332304120531,1,2005,-247,Expired,Expired,2013-10-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d1341d12ed04f62d3e0594ca34ad2b4ad6fa68329381c689dc20288f912f7c6d
22980,17870,Vista,11119918087930,3,2007,-221,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5a47041c52ef38737365cb3c87c276ea74150628b44f7f061e54089c36eef35c
22981,17871,Vista,11114598358384,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,473bbcf5c9f5e94865da0d60a2be7d41075cf40fce9f75e08de5c911acf06ab3
22982,17872,SuperiorCard,33332797733817,1,2006,-235,Expired,Expired,2013-10-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ce5a00cf29d9536d6b736633deb66db3ebf6019543e83d698b8ae82eaca0d084
22983,17873,Distinguish,55555260281021,11,2008,-201,Expired,Expired,2012-04-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,93bbb5965bd656c39680045fd69c68e203c112b19e5e24f6693bd789c13f5054
22984,17874,SuperiorCard,33335562388503,7,2006,-229,Expired,Expired,2013-03-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,57621357b405da4819899ffbedeaca979dc47bc68663e1ffe9cd01b2f814fe88
22985,17875,Distinguish,55555059010617,4,2008,-208,Expired,Expired,2014-06-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,96b8b66730bc0c74deb5749ccfb07394e1c975ec6b9aaa64a59c4e19604cc08e
22986,17876,ColonialVoice,77776353028291,1,2007,-223,Expired,Expired,2014-05-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,028e28b5e831dc28d19553a8319b1f6f59aa37a212c842a91cbafecd37b7123d
22987,17877,Distinguish,55556707032086,3,2007,-221,Expired,Expired,2014-03-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a9a18d58da7283fba0c4b06ee6af0b5ef4acc55d6894fa3c8e534e20b86a71fc
22988,17878,ColonialVoice,77771149604635,12,2008,-200,Expired,Expired,2014-04-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7a80ce677ca06adcf8a46745144c09742239a17d40dccf6037516a4c41fc8cd1
22989,17879,Distinguish,55557970245567,2,2008,-210,Expired,Expired,2013-08-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9278e27a54d20b35d141dc9d9c0a34dc6e0ae0bce8a960dec663bee308264c41
22990,17880,Distinguish,55551262315751,7,2007,-217,Expired,Expired,2013-10-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9feb24209def321de81d33406dacce5167aba2908c8e0364a722b9bff6f19409
22991,17881,ColonialVoice,77773323395314,9,2006,-227,Expired,Expired,2013-09-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5f6ff6fda3f4501208369d062e2681d34fde3f1c4143bf99b1eae0139603b771
22992,17883,ColonialVoice,77776723258585,3,2007,-221,Expired,Expired,2012-10-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d13535f3d0082b61e1671d1ccaecd12aa9582b193ea0a90b32d5d09ee36dea7
22993,17884,ColonialVoice,77772321984053,2,2007,-222,Expired,Expired,2014-06-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7f1aea200e74ff244aa7f3827774ff61ef144c42e86e45156a3cb3b36fac2d32
22994,17885,ColonialVoice,77776623523909,9,2007,-215,Expired,Expired,2013-09-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1f603084d799cd3d2d46683b888e8b8f457a3f8cd5f2aea585c950ff8101be52
22995,17886,ColonialVoice,77779165154591,7,2007,-217,Expired,Expired,2014-05-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b8c46b04b0a9d0db6ed3a14afef3b47ff0f69904f471afda4aae822b25acb041
22996,17887,ColonialVoice,77778796878701,7,2005,-241,Expired,Expired,2012-03-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,613aeaba89d37ce0efabede2f008ced1b372d10f17f90a4c52a371116f79c66c
22997,17889,SuperiorCard,33337824235590,12,2005,-236,Expired,Expired,2014-03-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,36baf55b4c17be3739c880a101d86f384f28ae4948e322d82b576ef8bcd97762
22998,17890,Distinguish,55553906269817,1,2006,-235,Expired,Expired,2012-06-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,688213f6e8173de508b76a8e78c6be4718e0bb9adc822f767f67030f09fa718e
22999,17891,ColonialVoice,77771042213412,2,2007,-222,Expired,Expired,2014-01-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,72b69e4f5a0fde8a40792ee4868cbe5aa76cfb6ce9e57705e7acd952aa4770bf
23000,17892,Distinguish,55551164491008,6,2008,-206,Expired,Expired,2014-05-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c1cc4bca15f827febb629e4ca9b3000869ce74ac6c158a8b261119a67aa9ff6d
23001,17893,Distinguish,55552797140760,2,2005,-246,Expired,Expired,2014-02-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,73549efc3e7621df5e1287c7d701ed5bb877b348162864024f9a6e66fe593ee5
23002,17894,Distinguish,55555272782118,8,2006,-228,Expired,Expired,2012-09-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,98610754c933b9ab1ffce2008771675fccfb8dd914639aa6d738b31432721da6
23003,17895,Vista,11113909323829,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,26cba73f7c2c4fb51f17509c09b7d1bf61fb03a28dde41123081e11e01688f3d
23004,17896,SuperiorCard,33337419312630,6,2006,-230,Expired,Expired,2014-05-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,528d8e0133a683f11e1c2cc1170a8fd062f71573138178a20ac8bc6d56642bca
23005,17898,Distinguish,55551174396261,11,2007,-213,Expired,Expired,2012-11-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d614a3f4e8b34a3b2db5291e16011cdb330fbaa2126b440dbffd7510dd830a5e
23006,17899,Distinguish,55553703669163,1,2007,-223,Expired,Expired,2012-12-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,544db0f080750b31b1a102f6d93700eb3fa494b887ec5d696e4ccfa7230dee21
23007,17900,Distinguish,55554120589825,6,2005,-242,Expired,Expired,2012-04-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,da1b2dc8005f11c461e493f1eb40439658fe3aa21c643ca2699a6b4053e8175f
23008,17901,ColonialVoice,77779461559706,12,2008,-200,Expired,Expired,2013-02-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6c2c2e2db0edef5cc6c67c8dc56dc4f24b7b46006c816b10ed9de2f87446d86a
23009,17902,Vista,11111288688651,2,2007,-222,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0018a254cebc652576a710b17ac15ef51e15c037cd0492497f763e4ebd5a5e50
23010,17903,Vista,11116385516363,4,2008,-208,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5ec2904b36c41f43b6bc87f9e802f0f81b21151896c5b344e048b6935bf193d1
23011,17904,SuperiorCard,33335390915365,10,2005,-238,Expired,Expired,2013-12-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e4a1c2fdf4ddbf4a9a684423ce07575e126b217771bb7a9dae056a334c65eb81
23012,17905,Vista,11117186255543,3,2006,-233,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b2ae147a96481f2c7f0516b0cfd514bdd56953435a7c924b637e739e77aaa188
23013,17906,Distinguish,55558464113578,9,2005,-239,Expired,Expired,2014-04-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,862b84862b54cd72d2b759d7bcb834e2e97073adf0a7b5afe8da382ca541d51f
23014,17907,ColonialVoice,77777188110351,8,2006,-228,Expired,Expired,2014-01-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8169ad42dcbfbd18ba4a513c9188877ef352a1d8612c3a450bed7c6fb2dccc1f
23015,17908,Distinguish,55558546442487,3,2006,-233,Expired,Expired,2013-09-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,44bc2ef4ae67687597f1d7976e52f9f7f935f013944d20d9872c74c4cab30b8f
23016,17909,Vista,11119058165927,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5d6527757b3af6c008cfdd8b11628edf8308f29f6ea56bc0eb5c3f08d55f3b6a
23017,17910,ColonialVoice,77773837665316,12,2005,-236,Expired,Expired,2013-07-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0d5b7c58ff539deac140bec2e6709c2869c6b4027da626a9ea66d75ec1abd878
23018,17911,SuperiorCard,33337816006060,11,2006,-225,Expired,Expired,2011-11-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,df6597e4e876c63c9602c31df5670e8204f1f8ac02ee03dc7a75d73402977ae7
23019,17912,SuperiorCard,33339772362677,9,2006,-227,Expired,Expired,2013-12-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,da233d85317d292f8b5a438875a15222f2d4e9303cd6e6ceab1b37d2346ccd04
23020,17913,Vista,11113365737873,6,2005,-242,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,3ebd7bebe865493ebecc34fe3c5fe9e8edfaf68788d4a4a49d40f7e2660ab19b
23021,17914,ColonialVoice,77773359913926,5,2006,-231,Expired,Expired,2014-03-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e24999d07c196fd33afe690cee60581da30761f6b026200baedcce0e7b3ef460
23022,17915,Distinguish,55559563003708,2,2005,-246,Expired,Expired,2011-08-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7046ee23e4064b6ddf4361a6c66aa1e4959052e51831613e3a7aa04ba99b8ad9
23023,17916,SuperiorCard,33333824004071,6,2005,-242,Expired,Expired,2012-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6c2ced2a8e7d2d02cc14176976dff8d41006e45ad7dff6679c395a3822e6a997
23024,17917,Vista,11114664405250,6,2005,-242,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,d4498a738b05c9b426cc73d310c92464fb6f2152388dac7dfa5849fe1f6e48a9
23025,17918,Vista,11119228140991,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,90a5f9b3ec54fc9a6dac6f56d9566347aced368d8cee7ce5e3eb4c6f91c4a49b
23026,17919,Vista,11113503008887,11,2005,-237,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e68f692590b00c7722595b876411fd33766f7746241ff877c0fe867b50453a4a
23027,17920,ColonialVoice,77773404709971,5,2006,-231,Expired,Expired,2014-05-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,534d8d0c3fcc9be316be89c1266d772e77f26e0b99fbceb78b32661410408590
23028,17921,Vista,11112730496879,5,2008,-207,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,f5ca80b2786c2a754c09003c0dd186dd1f9eb6588f44f44bc0409c53891df5c9
23029,17922,ColonialVoice,77777731453819,7,2007,-217,Expired,Expired,2013-04-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,04ca30fb16c23f899167d654d394212978d207bfd6fb0462d4996ef89c8dd1d7
23030,17923,Vista,11118211536743,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,47f24fcb4f45ef3e5c0e172c7bc1ce5982047f016dd50d54ec797d171e37b3e3
23031,17924,ColonialVoice,77777909376939,8,2007,-216,Expired,Expired,2013-12-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,68c0374e7729cb7c661aa16c9fece038f9da502cf28f56d3ca6c5f0571f49fdb
23032,17925,SuperiorCard,33331259374596,2,2007,-222,Expired,Expired,2013-08-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,52241ac68934bd95771610b511331c7b16099da845fce69b8b1d958b6402a479
23033,17926,Distinguish,55556507789157,11,2008,-201,Expired,Expired,2014-01-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1c398ce1ba0bc9ea7cec3befbf05adb2c66aed352f08a59f5c777453cd78ef8d
23034,17927,Distinguish,55559556195921,8,2006,-228,Expired,Expired,2012-09-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ef071c65d5076b55ec18fd0520ccf9338dc4c76f274bb97ccffb4338733a8b78
23035,17928,ColonialVoice,77779679731874,4,2007,-220,Expired,Expired,2012-07-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e930dd9a2ee256f81d3415ce91cc9ef170b1ab3f89ed91c9dfb2f7f25d17ca6b
23036,17929,Vista,11115992504279,11,2008,-201,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,433d451d6ea516c43788717fcb08d18ed671f4883a7b397d1af2ec218bfe7c5f
23037,17930,ColonialVoice,77771248174879,9,2006,-227,Expired,Expired,2013-11-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dcd1ceb94e53bd8ad54795d498162947c10b8d19ede945b6b9c00344d0b4410e
23038,17931,Vista,11117975292884,9,2005,-239,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ca0faa0b9bb17a22f789a4cd6eb8f21157ebc63def6d690ee0d6fd6f02bdaa8a
23039,17932,Distinguish,55552911972953,7,2007,-217,Expired,Expired,2013-08-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,154d5702437b5c048c3d70956e85068244c4321494fe72111f0ba3563dbee70f
23040,17933,Distinguish,55556646077068,12,2006,-224,Expired,Expired,2014-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,13be958c0807e61abd1f1ac27668acc74a6f6ce37ffa0908cb0758c2ad53a94e
23041,17934,SuperiorCard,33337581084386,10,2005,-238,Expired,Expired,2013-06-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ac384aadd3554006a7185579ce14d5305b2100306710f33ea44a3c5fa97321e0
23042,17935,ColonialVoice,77773675148512,1,2005,-247,Expired,Expired,2011-08-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0b8543fc7ed64d60a6f7946a5ac30894a649b71cbf58284b251ff4f14481e094
23043,17936,ColonialVoice,77777173371594,4,2005,-244,Expired,Expired,2014-02-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ff83ef0f2265e017048e70eb4ddee0dc0803151f4b2d11be913dd6666c12ad93
23044,17937,ColonialVoice,77771122420013,12,2005,-236,Expired,Expired,2012-04-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,94b7bf75b71bc8df5ae6a5dc2907b512da6becce0d83b1bad32847bed55fef7e
23045,17938,SuperiorCard,33339166793528,12,2008,-200,Expired,Expired,2014-05-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e46c34917e8272205a7c965003e3e6fa314fcdc0f032f157b12af944294f069c
23046,17939,ColonialVoice,77772488829430,2,2007,-222,Expired,Expired,2014-05-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,12ab2dccb8666e449f734dd977d8452b1c6ed978b56602cb6ef328a825115321
23047,17940,SuperiorCard,33332239510878,6,2005,-242,Expired,Expired,2013-10-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,85ffeb349688c639e3445abeb047993e53dd8733e03bffe85700ea08a892c96b
23048,17941,ColonialVoice,77773260502657,11,2008,-201,Expired,Expired,2013-08-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a3d702f8e9a1ee066a575ae6a405cd626725bf512431833fb6989a441044fe7e
23049,17942,Distinguish,55554831711022,10,2005,-238,Expired,Expired,2014-05-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4f4930c4abdc40bb55a6e4dce4fbc19674d88feebd2350cd5da45f71de7a20f2
23050,17943,SuperiorCard,33331177701106,7,2007,-217,Expired,Expired,2013-03-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,02a78fc38eedf1f2bf255d2b08d9f69c047a620e5203d05e5781b1bd23f28d5e
23051,17944,ColonialVoice,77777259512667,3,2008,-209,Expired,Expired,2014-05-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2a943ec7b132b05add6aa29a0ea1d5f455c389dfcf49cfc3e63e7ff7e4850df
23052,17946,Vista,11116721266975,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8d1eb474f28d9328eb651e7c71b3166f4db120a6aabd4abdd6f6d44e23a9c5e3
23053,17947,ColonialVoice,77774533943694,9,2008,-203,Expired,Expired,2014-05-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6f135ec2967b3da2c4786055fb8c5d064fc40eaaac428a416b8c24d0a87752a6
23054,17948,Vista,11115008255701,9,2008,-203,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,956c524099c89de276d0ea52181b54d6ab87c16c8b40e388f667e293252e273a
23055,17949,ColonialVoice,77775663932334,12,2006,-224,Expired,Expired,2014-04-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6bf72c2ada52ac965407f7e6158bbb4ca8549cd11dedc48467ab3bb825004ab9
23056,17950,SuperiorCard,33332338407159,10,2006,-226,Expired,Expired,2014-05-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7c71b7c301b871033f46c8d90ac771aaf78fea6ca43fdf2ee82ad7521d5023b6
